case_id,city,area,style,level,total_price,unit_price,duration_days,company,year,labor_cost,material_cost,auxiliary_cost,design_cost,furniture_cost,source_url
2216873,广州,84.0,其他,中档,120000.0,1428.5714285714287,121,,2019,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/470907/case/2216873.html
2300630,广州,96.0,廖敏,中档,80000.0,833.3333333333334,90,廖敏,2020,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/10118995/case/2300630.html
2214465,广州,89.0,新中式,中档,90000.0,1011.2359550561798,80,,2019,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/3497429/case/2214465.html
2125434,广州,89.0,现代简约,中档,120000.0,1348.314606741573,45,黎小毛,2019,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/11152156/case/2125434.html
2231720,广州,99.0,现代简约,高档,240000.0,2424.242424242424,65,乔星星,2019,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/8210610/case/2231720.html
2185009,广州,96.0,新中式,中档,130000.0,1354.1666666666667,60,,2019,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/10715277/case/2185009.html
2375600,广州,92.0,现代简约,中档,90000.0,978.2608695652174,120,钟国庆,2020,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/10118995/case/2375600.html
1810962,广州,93.0,现代简约,经济型,50000.0,537.6344086021505,60,,2019,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/8612471/case/1810962.html
11749,广州,86.0,北欧风,高档,200000.0,2325.5813953488373,86,深圳乐蜂全案｜壹玖柒玖设计院,2021,0.0,0.0,0.0,0.0,0.0,https://xiaoguotu.to8to.com/case/zxanli/t11749.html
16797,广州,82.0,复古风,豪装,350000.0,4268.292682926829,180,启物空间设计,2022,0.0,0.0,0.0,0.0,0.0,https://xiaoguotu.to8to.com/case/zxanli/t16797.html
2688153,广州,100.0,新中式,高档,150000.0,1500.0,105,杨迪,2022,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/734406/case/2688153.html
2541931,广州,95.0,现代简约,中档,100000.0,1052.6315789473683,90,,2021,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/1019064/case/2541931.html
1975690,广州,83.0,一厅改造二厅,中档,100000.0,1204.8192771084337,60,李斌,2019,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/10210396/case/1975690.html
2265256,广州,110.0,现代简约,高档,250000.0,2272.7272727272725,60,,2019,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/10715277/case/2265256.html
2407612,广州,120.0,现代简约,中档,170000.0,1416.6666666666667,108,,2020,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/573608/case/2407612.html
2693927,广州,118.0,现代简约,中档,170000.0,1440.677966101695,135,,2022,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/18223061/case/2693927.html
2218860,广州,115.0,的三口之家,中档,150000.0,1304.3478260869565,90,欧阳涛,2019,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/3533906/case/2218860.html
2448079,广州,120.0,现代简约,高档,250000.0,2083.3333333333335,90,,2020,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/10715277/case/2448079.html
2763097,广州,120.0,现代简约,高档,240000.0,2000.0,90,邓美玲,2022,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/11062226/case/2763097.html
2239595,广州,114.0,现代简约,豪装,600000.0,5263.1578947368425,90,王海,2019,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/12114666/case/2239595.html
3509,广州,120.0,现代简约,豪装,850000.0,7083.333333333333,0,象合设计胡云辉,2020,0.0,0.0,0.0,0.0,0.0,https://xiaoguotu.to8to.com/case/zxanli/t3509.html
17989,广州,110.0,现代简约,豪装,500000.0,4545.454545454545,96,深圳乐蜂全案｜壹玖柒玖设计院,2023,0.0,0.0,0.0,0.0,0.0,https://xiaoguotu.to8to.com/case/zxanli/t17989.html
2715897,广州,120.0,现代简约,高档,200000.0,1666.6666666666667,84,吕业庆,2022,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/13789316/case/2715897.html
2225102,广州,120.0,现代简约,中档,100000.0,833.3333333333334,130,,2019,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/470907/case/2225102.html
2272637,广州,108.0,现代简约,中档,100000.0,925.925925925926,90,曾王敏,2020,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/12137533/case/2272637.html
1899480,广州,120.0,现代简约,中档,100000.0,833.3333333333334,120,邱彩云,2019,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/470907/case/1899480.html
2376116,广州,115.0,现代简约,中档,150000.0,1304.3478260869565,90,,2020,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/573608/case/2376116.html
483180,广州,110.0,日式,中档,120000.0,1090.909090909091,89,陈思惠,2018,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/8707276/case/483180.html
